Metric,temp_3 (Â°C),SR (W/mt2),PM2.5 (Âµg/mÂ³),WS (m/s),PM10 (Âµg/mÂ³),NO2 (Âµg/mÂ³),AC POWER-3 (W),AC CURRENT-1 (A),AC VOLTAGE-3 (V),DC-Voltage,DC-Power,metric_date,metric_time,dust_conc
8/6/2023 17:45,50,67.7,162.3,1.2,162.3,11.38,1570,6.48,250.4,451.1,2470,2023-08-06,,102.437728850143
8/6/2023 18:00,50,55.3,162.3,1.15,162.3,14.84,1169,4.87,251.1,451.1,1900,2023-08-06,,105.051732941811
8/6/2023 18:15,50,41.5,167.6,1.07,167.6,16.48,722,3,251,451.1,1194,2023-08-06,,109.234139488478
8/6/2023 18:30,50,31.4,167.6,0.66,167.6,13.6,464,2.01,252.2,451.1,793,2023-08-06,,130.66897304015
8/6/2023 18:45,50,23.2,167.6,0.97,167.6,13.85,276,1.24,251.5,451.1,518,2023-08-06,,114.462147671813
8/6/2023 19:00,50,14.8,167.6,0.94,167.6,15.92,52,0.59,250.5,451.1,178,2023-08-06,,116.030550126813
8/6/2023 19:15,50,6.6,164.2,0.85,164.2,18.25,0,0,0,451.1,0,2023-08-06,,120.735757491815
8/6/2023 19:30,50,4.7,164.2,0.71,164.2,22.48,0,0,0,451.1,0,2023-08-06,,128.054968948483
8/6/2023 19:45,50,4,164.2,0.69,164.2,21.01,0,0,0,451.1,0,2023-08-06,,129.10057058515
8/6/2023 20:00,50,4.3,164.2,0.88,164.2,16.83,0,0,0,451.1,0,2023-08-06,,119.167355036814
8/6/2023 20:15,50,4.6,175.3,0.8,175.3,18.72,0,0,0,451.1,0,2023-08-06,,123.349761583482
8/6/2023 20:30,50,4.8,175.3,0.72,175.3,18.91,0,0,0,451.1,0,2023-08-06,,127.53216813015
8/6/2023 20:45,50,4.5,175.3,0.82,175.3,11.77,0,0,0,451.1,0,2023-08-06,,122.304159946815
8/6/2023 21:00,50,4.7,175.3,0.65,175.3,13.76,0,0,0,451.1,0,2023-08-06,,131.191773858484
8/6/2023 21:15,50,4.7,166.6,0.58,166.6,16.54,0,0,0,451.1,0,2023-08-06,,134.851379586818
8/6/2023 21:30,50,4.7,166.6,0.74,166.6,14.88,0,0,0,451.1,0,2023-08-06,,126.486566493483
8/6/2023 21:45,50,4.7,166.6,0.59,166.6,12.96,0,0,0,451.1,0,2023-08-06,,134.328578768485
8/6/2023 22:00,50,4.9,166.6,0.61,166.6,14.45,0,0,0,451.1,0,2023-08-06,,133.282977131818
8/6/2023 22:15,50,4.6,168,0.61,168,10.97,0,0,0,451.1,0,2023-08-06,,133.282977131818
8/6/2023 22:30,50,4.7,168,0.52,168,15.99,0,0,0,451.1,0,2023-08-06,,137.988184496819
8/6/2023 22:45,50,4.9,168,0.8,168,13.62,0,0,0,451.1,0,2023-08-06,,123.349761583482
8/6/2023 23:00,50,5.1,168,0.8,168,14.26,0,0,0,451.1,0,2023-08-06,,123.349761583482
8/6/2023 23:15,50,4.9,156.7,0.58,156.7,13.83,0,0,0,451.1,0,2023-08-06,,134.851379586818
8/6/2023 23:30,50,4.8,156.7,0.65,156.7,10.38,0,0,0,451.1,0,2023-08-06,,131.191773858484
8/6/2023 23:45,50,4.9,156.7,0.78,156.7,11.37,0,0,0,451.1,0,2023-08-06,,124.395363220149
8/7/2023 0:00,50,4.9,156.7,0.78,156.7,11.37,0,0,0,451.1,0,2023-08-07,,124.395363220149
8/7/2023 0:15,50,4.9,143.1,0.77,143.1,17.08,0,0,0,451.1,0,2023-08-07,,124.918164038482
8/7/2023 0:30,50,5,143.1,0.64,143.1,19.77,0,0,0,451.1,0,2023-08-07,,131.714574676817
8/7/2023 0:45,50,5,143.1,0.79,143.1,17.25,0,0,0,451.1,0,2023-08-07,,123.872562401815
8/7/2023 1:00,50,5,143.1,0.73,143.1,9.26,0,0,0,451.1,0,2023-08-07,,127.009367311816
8/7/2023 1:15,50,4.7,144,0.73,144,14.81,0,0,0,451.1,0,2023-08-07,,127.009367311816
8/7/2023 1:30,50,4.8,144,0.66,144,14.29,0,0,0,451.1,0,2023-08-07,,130.66897304015
8/7/2023 1:45,50,5,144,0.67,144,17.61,0,0,0,451.1,0,2023-08-07,,130.146172221817
8/7/2023 2:00,50,4.9,144,0.55,144,13.47,0,0,0,451.1,0,2023-08-07,,136.419782041819
8/7/2023 2:15,50,5,133.4,0.83,133.4,12.81,0,0,0,451.1,0,2023-08-07,,121.781359128481
8/7/2023 2:30,50,4.8,133.4,0.49,133.4,13.9,0,0,0,451.1,0,2023-08-07,,139.556586951819
8/7/2023 2:45,50,4.9,133.4,0.66,133.4,18.29,0,0,0,451.1,0,2023-08-07,,130.66897304015
8/7/2023 3:00,50,5,133.4,0.78,133.4,18.98,0,0,0,451.1,0,2023-08-07,,124.395363220149
8/7/2023 3:15,50,4.9,127.1,0.67,127.1,15.06,0,0,0,451.1,0,2023-08-07,,130.146172221817
8/7/2023 3:30,50,4.9,127.1,0.93,127.1,12.5,0,0,0,451.1,0,2023-08-07,,116.553350945147
8/7/2023 3:45,50,5,127.1,1.12,127.1,11.56,0,0,0,451.1,0,2023-08-07,,106.620135396811
8/7/2023 4:00,50,4.8,127.1,0.69,127.1,14.8,0,0,0,451.1,0,2023-08-07,,129.10057058515
8/7/2023 4:15,50,4.9,105.9,0.7,105.9,11.13,0,0,0,451.1,0,2023-08-07,,128.577769766817
8/7/2023 4:30,50,5.1,105.9,0.96,105.9,14.19,0,0,0,451.1,0,2023-08-07,,114.984948490146
8/7/2023 4:45,50,4.9,105.9,0.8,105.9,12.98,0,0,0,451.1,0,2023-08-07,,123.349761583482
8/7/2023 5:00,50,4.9,105.9,0.63,105.9,14.27,0,0,0,451.1,0,2023-08-07,,132.237375495151
8/7/2023 5:15,50,4.8,114.1,0.71,114.1,14.59,0,0,0,451.1,0,2023-08-07,,128.054968948483
8/7/2023 5:30,50,5.1,114.1,0.47,114.1,11.34,0,0,0,451.1,0,2023-08-07,,140.602188588486
8/7/2023 5:45,50,6.5,114.1,0.38,114.1,12.5,0,0,0,451.1,0,2023-08-07,,145.307395953487
8/7/2023 6:00,50,9.3,114.1,0.48,114.1,13.79,37,0.54,249.8,451.1,156,2023-08-07,,140.079387770153
8/7/2023 6:15,50,16.9,116.3,0.5,116.3,14.24,234,1.09,248.8,451.1,482,2023-08-07,,139.033786133486
8/7/2023 6:30,50,24.3,116.3,1.03,116.3,12.74,520,2.22,249.8,451.1,900,2023-08-07,,111.325342761812
8/7/2023 6:45,50,36.6,116.3,1.05,116.3,14.91,866,3.61,249.3,451.1,1384,2023-08-07,,110.279741125145
8/7/2023 7:00,50,45.1,116.3,0.76,116.3,15.7,1239,5.13,250.5,451.1,1945,2023-08-07,,125.440964856816
8/7/2023 7:15,50,57.9,120.7,0.7,120.7,12,1706,6.93,250.8,451.1,2625,2023-08-07,,128.577769766817
8/7/2023 7:30,50,86.7,120.7,0.77,120.7,12.67,2320,9.3,251.9,451.1,3506,2023-08-07,,124.918164038482
8/7/2023 7:45,50,81.5,120.7,0.9,120.7,13.2,2956,11.93,251.1,451.1,4420,2023-08-07,,118.121753400147
8/7/2023 8:00,50,87.9,120.7,1.15,120.7,12.24,3725,14.93,253.1,451.1,5463,2023-08-07,,105.051732941811
8/7/2023 8:15,50,99.3,125.6,1.24,125.6,14.83,4627,18.62,252,451.1,6872,2023-08-07,,100.346525576809
8/7/2023 8:30,50,137.4,125.6,1.08,125.6,14.44,5365,21.53,253.2,451.1,8005,2023-08-07,,108.711338670145
8/7/2023 8:45,50,258.5,125.6,1.09,125.6,13.98,6182,24.84,252.7,451.1,9197,2023-08-07,,108.188537851811
8/7/2023 9:00,50,301.9,125.6,1.24,125.6,16.78,4884,19.87,250.9,451.1,6727,2023-08-07,,100.346525576809
8/7/2023 9:15,50,333.3,137.6,1.54,137.6,18.78,8045,32.83,248.2,451.1,12047,2023-08-07,,84.6625010268053
8/7/2023 9:30,50,322.3,137.6,0.92,137.6,20.91,7438,30.4,247.7,451.1,13101,2023-08-07,,117.07615176348
8/7/2023 9:45,50,326.2,137.6,1.3,137.6,18.27,9320,38.11,247.9,451.1,14134,2023-08-07,,97.2097206668085
8/7/2023 10:00,50,443.5,137.6,1.25,137.6,10.11,9286,37.74,249.5,451.1,13463,2023-08-07,,99.8237247584758
8/7/2023 10:15,50,430.9,159.1,1.15,159.1,14.69,10197,41.57,248.9,451.1,15207,2023-08-07,,105.051732941811
8/7/2023 10:30,50,451.7,159.4,0.92,159.4,17.79,7240,30.1,243.5,451.1,11961,2023-08-07,,117.07615176348
8/7/2023 10:45,50,435.3,159.4,1.31,159.4,15.6,11005,45.5,245.1,451.1,16663,2023-08-07,,96.686919848475
8/7/2023 11:00,50,541.1,159.4,1.07,159.4,12.96,11211,46.28,245.2,451.1,17270,2023-08-07,,109.234139488478
8/7/2023 11:15,50,357.3,170.6,1.26,170.6,11.63,5403,22.98,238.9,451.1,8352,2023-08-07,,99.3009239401424
8/7/2023 11:30,50,457.9,170.6,1.54,170.6,15.4,4775,20.26,239.5,451.1,7287,2023-08-07,,84.6625010268053
8/7/2023 11:45,50,372.5,170.6,1.17,170.6,16.78,7093,29.79,241.9,451.1,11074,2023-08-07,,104.006131305144
8/7/2023 12:00,50,362.9,170.6,1.17,170.6,18.08,4337,18.39,240.5,451.1,6659,2023-08-07,,104.006131305144
8/7/2023 12:15,50,365.4,170,1.24,170,16.83,6141,25.95,240.4,451.1,9365,2023-08-07,,100.346525576809
8/7/2023 12:30,50,474.8,170,1.35,170,16.5,6241,26.41,240.3,451.1,9480,2023-08-07,,94.5957165751412
8/7/2023 12:45,50,327.4,170,1.3,170,11.34,10281,43.37,240.5,451.1,16024,2023-08-07,,97.2097206668085
8/7/2023 13:00,50,485.9,170,1.34,170,10.89,9005,37.65,242.8,451.1,13840,2023-08-07,,95.1185173934746
8/7/2023 13:15,50,310.5,188.1,0.88,188.1,7.91,4328,18.3,240.7,451.1,6662,2023-08-07,,119.167355036814
8/7/2023 13:30,50,270.9,188.3,1,188.3,12.76,6522,27.49,241,451.1,10055,2023-08-07,,112.893745216813
8/7/2023 13:45,50,270.9,188.3,0.7,188.3,22.07,5082,21.86,237,451.1,7899,2023-08-07,,128.577769766817
8/7/2023 14:00,50,503.7,188.3,0.81,188.3,18.07,4542,19.44,237,451.1,6912,2023-08-07,,122.826960765148
8/7/2023 14:15,50,367.9,194.9,1.1,194.9,17.74,4688,20.4,234.2,451.1,7257,2023-08-07,,107.665737033478
8/7/2023 14:30,50,334.9,195,0.79,195,18.22,2715,11.83,233.4,451.1,4210,2023-08-07,,123.872562401815
8/7/2023 14:45,50,178,195,0.8,195,18.03,6616,27.29,245.9,451.1,10209,2023-08-07,,123.349761583482
8/7/2023 15:00,50,213.3,195,0.99,195,14.94,3377,14.04,246.1,451.1,5294,2023-08-07,,113.416546035146
8/7/2023 15:15,50,267.4,195.9,0.64,195.9,10.93,3048,12.66,247,451.1,4759,2023-08-07,,131.714574676817
8/7/2023 15:30,50,163.9,195.9,0.93,195.9,13.84,3481,14.23,249.9,451.1,5382,2023-08-07,,116.553350945147
8/7/2023 15:45,50,160.8,195.9,0.92,195.9,6.92,3885,15.89,249.5,451.1,6014,2023-08-07,,117.07615176348
8/7/2023 16:00,50,321.1,195.9,1.18,195.9,13.46,6680,26.65,255.8,451.1,10369,2023-08-07,,103.48333048681
8/7/2023 16:15,50,270.7,191,1.31,191,18.12,4467,17.99,253.5,451.1,6947,2023-08-07,,96.686919848475
8/7/2023 16:30,50,126.6,191,0.93,191,15.29,4931,20.99,239.3,451.1,7753,2023-08-07,,116.553350945147
8/7/2023 16:45,50,130.8,191,1.15,191,11.57,4213,17.85,240.8,451.1,6607,2023-08-07,,105.051732941811
8/7/2023 17:00,50,120,191,1.15,191,11.18,3287,13.94,240.8,451.1,5139,2023-08-07,,105.051732941811
8/7/2023 17:15,50,94.4,189.9,0.89,189.9,14.22,2664,11.23,240.6,451.1,4210,2023-08-07,,118.644554218481
8/7/2023 17:30,50,83.2,189.9,0.76,189.9,13.74,2100,8.72,242.7,451.1,3353,2023-08-07,,125.440964856816
8/7/2023 17:45,50,65.4,189.9,0.89,189.9,9.31,1562,6.71,243.7,451.1,2539,2023-08-07,,118.644554218481
8/7/2023 18:00,50,50.2,189.9,1.23,189.9,16.24,1043,4.52,245.6,451.1,1744,2023-08-07,,100.869326395143
8/7/2023 18:15,50,38.3,190.7,0.64,190.7,16.81,675,2.88,245.1,451.1,1126,2023-08-07,,131.714574676817
8/7/2023 18:30,50,29.4,190.7,0.71,190.7,12.23,438,1.91,248.9,451.1,753,2023-08-07,,128.054968948483
8/7/2023 18:45,50,21.3,190.7,0.83,190.7,14.64,165,0.85,246.4,451.1,325,2023-08-07,,121.781359128481
8/7/2023 19:00,50,11.8,190.7,1.02,190.7,14.06,38,0.71,247,451.1,149,2023-08-07,,111.848143580146
8/7/2023 19:15,50,6.6,198.3,0.74,198.3,13.56,0,0.89,0,451.1,0,2023-08-07,,126.486566493483
8/7/2023 19:30,50,4.8,198.4,1.01,198.4,13.63,0,0,0,451.1,0,2023-08-07,,112.370944398479
8/7/2023 19:45,50,4.2,198.4,0.73,198.4,13.99,0,0,0,451.1,0,2023-08-07,,127.009367311816
8/7/2023 20:00,50,4.2,198.4,0.99,198.4,17.43,0,0,0,451.1,0,2023-08-07,,113.416546035146
8/7/2023 20:15,50,4.5,187.1,1.05,187.1,13.93,0,0,0,451.1,0,2023-08-07,,110.279741125145
8/7/2023 20:30,50,4.7,187.1,1.11,187.1,18.41,0,0,0,451.1,0,2023-08-07,,107.142936215144
8/7/2023 20:45,50,4.4,187.1,0.95,187.1,17.25,0,0,0,451.1,0,2023-08-07,,115.50774930848
8/7/2023 21:00,50,4.5,187.1,0.57,187.1,23.85,0,0,0,451.1,0,2023-08-07,,135.374180405152
8/7/2023 21:15,50,4.4,191.2,0.68,191.2,19.01,0,0,0,451.1,0,2023-08-07,,129.623371403483
8/7/2023 21:30,50,4.7,191.2,0.59,191.2,35.71,0,0,0,451.1,0,2023-08-07,,134.328578768485
8/7/2023 21:45,50,4.5,191.2,0.75,191.2,26.76,0,0,0,451.1,0,2023-08-07,,125.963765675149
8/7/2023 22:00,50,4.5,191.2,0.75,191.2,26.76,0,0,0,451.1,0,2023-08-07,,125.963765675149
8/7/2023 22:15,50,4.7,183.4,0.53,183.4,21.53,0,0,0,451.1,0,2023-08-07,,137.465383678485
8/7/2023 22:30,50,4.6,183.4,0.49,183.4,17.37,0,0,0,451.1,0,2023-08-07,,139.556586951819
8/7/2023 22:45,50,4.8,183.4,0.44,183.4,19.19,0,0,0,451.1,0,2023-08-07,,142.170591043487
8/7/2023 23:00,50,4.8,183.4,0.44,183.4,19.19,0,0,0,451.1,0,2023-08-07,,142.170591043487
8/7/2023 23:15,50,5.1,173.3,0.35,173.3,17,0,0,0,451.1,0,2023-08-07,,146.875798408488
8/7/2023 23:30,50,5.1,173.3,0.44,173.3,13.55,0,0,0,451.1,0,2023-08-07,,142.170591043487
8/7/2023 23:45,50,5.2,173.3,0.54,173.3,15.1,0,0,0,451.1,0,2023-08-07,,136.942582860152
