Metric,temp_3 (Â°C),SR (W/mt2),PM2.5 (Âµg/mÂ³),WS (m/s),PM10 (Âµg/mÂ³),NO2 (Âµg/mÂ³),AC POWER-3 (W),AC CURRENT-1 (A),AC VOLTAGE-3 (V),DC-Voltage,DC-Power,metric_date,metric_time,dust_conc
8/4/2023 10:45,50,145.4,116.4,0.21,116.4,5.95,3594,15.04,241.2,451.1,5532,2023-08-04,,154.195009865156
8/4/2023 11:00,50,205.9,116.4,0.51,116.4,7.45,5173,21.63,243.1,451.1,7977,2023-08-04,,138.510985315152
8/4/2023 11:15,50,214.5,121,0.54,121,11.75,4484,19.42,233.4,451.1,6939,2023-08-04,,136.942582860152
8/4/2023 11:30,50,230.9,121,0.43,121,10.94,4906,21.34,233.4,451.1,7540,2023-08-04,,142.69339186182
8/4/2023 11:45,50,261.8,121,0.41,121,10.85,6059,26.34,233.5,451.1,9290,2023-08-04,,143.738993498487
8/4/2023 12:00,50,418.8,121,0.54,121,11.37,7461,32.14,235.5,451.1,11347,2023-08-04,,136.942582860152
8/4/2023 12:15,50,427.8,118.2,0.4,118.2,10.25,8864,37.26,241.5,451.1,13413,2023-08-04,,144.261794316821
8/4/2023 12:30,50,341.2,118.2,0.75,118.2,14.5,7144,30.13,241.4,451.1,10776,2023-08-04,,125.963765675149
8/4/2023 12:45,50,318.8,118.2,0.13,118.2,18.35,6433,27.07,241.7,451.1,10072,2023-08-04,,158.377416411824
8/4/2023 13:00,50,291.1,118.2,0.63,118.2,15.78,5712,23.73,245.1,451.1,8657,2023-08-04,,132.237375495151
8/4/2023 13:15,50,260.9,130.4,0.5,130.4,13.32,5694,23.62,245,451.1,8682,2023-08-04,,139.033786133486
8/4/2023 13:30,50,202.1,130.5,0.58,130.5,15.57,3216,13.52,242.4,451.1,4940,2023-08-04,,134.851379586818
8/4/2023 13:45,50,191.9,130.5,0.48,130.5,20.98,5008,21.15,240.4,451.1,7677,2023-08-04,,140.079387770153
8/4/2023 14:00,50,243.2,130.5,0.89,130.5,12.3,4139,17.72,237.7,451.1,6357,2023-08-04,,118.644554218481
8/4/2023 14:15,50,127.3,140.3,0.46,140.3,11.51,2822,12.19,235,451.1,4420,2023-08-04,,141.12498940682
8/4/2023 14:30,50,153.5,140.3,0.26,140.3,11.43,3307,14.31,234.6,451.1,5109,2023-08-04,,151.581005773489
8/4/2023 14:45,50,162.6,140.3,0.2,140.3,14.92,4622,19.97,234.5,451.1,7161,2023-08-04,,154.71781068349
8/4/2023 15:00,50,235,140.3,0.06,140.3,18.61,5528,22.81,246,451.1,8530,2023-08-04,,162.037022140158
8/4/2023 15:15,50,262.9,150.7,0.37,150.7,11.6,7596,30.86,249.8,451.1,11926,2023-08-04,,145.830196771821
8/4/2023 15:30,50,387,150.7,0.54,150.7,9.83,7143,28.42,255.5,451.1,11055,2023-08-04,,136.942582860152
8/4/2023 15:45,50,290.4,150.7,0.58,150.7,13.68,4246,17.12,252,451.1,6584,2023-08-04,,134.851379586818
8/4/2023 16:00,50,262.5,150.7,0.3,150.7,9.12,5648,22.52,255,451.1,8779,2023-08-04,,149.489802500155
8/4/2023 16:15,50,191,158.3,0.36,158.3,12.9,3413,13.72,254.4,451.1,5468,2023-08-04,,146.352997590154
8/4/2023 16:30,50,143.1,158.3,0.27,158.3,14.33,4061,16.77,246.2,451.1,6215,2023-08-04,,151.058204955156
8/4/2023 16:45,50,130.1,158.3,0.19,158.3,17.69,3052,12.54,248,451.1,4578,2023-08-04,,155.240611501823
8/4/2023 17:00,50,77,158.3,0.13,158.3,15.81,1505,6.24,246.6,451.1,2333,2023-08-04,,158.377416411824
8/4/2023 17:15,50,75.3,166.5,0.25,166.5,12.37,1764,7.18,246.6,451.1,2755,2023-08-04,,152.103806591823
8/4/2023 17:30,50,68.8,166.5,0.31,166.5,11.05,1127,4.72,244.4,451.1,1769,2023-08-04,,148.967001681822
8/4/2023 17:45,50,57.9,166.5,0.32,166.5,14.84,1734,7.05,245.8,451.1,2710,2023-08-04,,148.444200863488
8/4/2023 18:00,50,63.2,166.5,0.73,166.5,12.26,1196,5,245.1,451.1,1928,2023-08-04,,127.009367311816
8/4/2023 18:15,50,39.2,164.3,0.95,164.3,12.94,687,2.96,247.3,451.1,1141,2023-08-04,,115.50774930848
8/4/2023 18:30,50,31.6,164.3,1.02,164.3,11.64,517,2.11,249.2,451.1,853,2023-08-04,,111.848143580146
8/4/2023 18:45,50,24.3,164.3,1.04,164.3,12.73,317,1.28,249.5,451.1,536,2023-08-04,,110.802541943479
8/4/2023 19:00,50,15.6,164.3,0.75,164.3,13.28,56,0.46,244.6,451.1,213,2023-08-04,,125.963765675149
8/4/2023 19:15,50,6.9,172.9,0.79,172.9,12.68,0,0.88,0,451.1,0,2023-08-04,,123.872562401815
8/4/2023 19:30,50,4.5,172.9,0.64,172.9,7.51,0,0,0,451.1,0,2023-08-04,,131.714574676817
8/4/2023 19:45,50,4.8,172.9,1.15,172.9,13.92,0,0,0,451.1,0,2023-08-04,,105.051732941811
8/4/2023 20:00,50,5.1,172.9,1.19,172.9,14.5,0,0,0,451.1,0,2023-08-04,,102.960529668477
8/4/2023 20:15,50,5.1,171.7,1.29,171.7,7.63,0,0,0,451.1,0,2023-08-04,,97.732521485142
8/4/2023 20:30,50,4.2,171.7,0.86,171.7,10.17,0,0,0,451.1,0,2023-08-04,,120.212956673481
8/4/2023 20:45,50,3.9,171.7,0.9,171.7,9.72,0,0,0,451.1,0,2023-08-04,,118.121753400147
8/4/2023 21:00,50,3.8,171.7,0.36,171.7,10.76,0,0,0,451.1,0,2023-08-04,,146.352997590154
8/4/2023 21:15,50,4.7,158.4,0.23,158.4,17.32,0,0,0,451.1,0,2023-08-04,,153.149408228489
8/4/2023 21:30,50,5,158.3,0.26,158.3,14.6,0,0,0,451.1,0,2023-08-04,,151.581005773489
8/4/2023 21:45,50,5.1,158.3,0.3,158.3,17.04,0,0,0,451.1,0,2023-08-04,,149.489802500155
8/4/2023 22:00,50,4.7,158.3,0.14,158.3,9.61,0,0,0,451.1,0,2023-08-04,,157.854615593491
8/4/2023 22:15,50,3.7,139,0.1,139,9.96,0,0,0,451.1,0,2023-08-04,,159.945818866824
8/4/2023 22:30,50,4.3,138.8,0.09,138.8,11.66,0,0,0,451.1,0,2023-08-04,,160.468619685158
8/4/2023 22:45,50,4.8,138.8,0.09,138.8,11.91,0,0,0,451.1,0,2023-08-04,,160.468619685158
8/4/2023 23:00,50,5.3,138.8,0.1,138.8,13.03,0,0,0,451.1,0,2023-08-04,,159.945818866824
8/4/2023 23:15,50,5.2,138.7,0.57,138.7,14.95,0,0,0,451.1,0,2023-08-04,,135.374180405152
8/4/2023 23:30,50,4.8,138.7,0.61,138.7,17.02,0,0,0,451.1,0,2023-08-04,,133.282977131818
8/4/2023 23:45,50,5,138.7,0.63,138.7,12.09,0,0,0,451.1,0,2023-08-04,,132.237375495151
8/5/2023 0:00,50,5,138.7,0.63,138.7,12.09,0,0,0,451.1,0,2023-08-05,,132.237375495151
8/5/2023 0:15,50,4.9,131.1,0.76,131.1,14.72,0,0,0,451.1,0,2023-08-05,,125.440964856816
8/5/2023 0:30,50,5.3,131.1,0.51,131.1,14.39,0,0,0,451.1,0,2023-08-05,,138.510985315152
8/5/2023 0:45,50,5.8,131.1,0.57,131.1,15.51,0,0,0,451.1,0,2023-08-05,,135.374180405152
8/5/2023 1:00,50,6,131.1,0.49,131.1,20.26,0,0,0,451.1,0,2023-08-05,,139.556586951819
8/5/2023 1:15,50,5.7,141.8,0.47,141.8,18.93,0,0,0,451.1,0,2023-08-05,,140.602188588486
8/5/2023 1:30,50,5.3,141.8,0.2,141.8,13.37,0,0,0,451.1,0,2023-08-05,,154.71781068349
8/5/2023 1:45,50,5.3,141.8,0.15,141.8,5.97,0,0,0,451.1,0,2023-08-05,,157.331814775157
8/5/2023 2:00,50,5.9,141.8,0.48,141.8,13.02,0,0,0,451.1,0,2023-08-05,,140.079387770153
8/5/2023 2:15,50,5.7,134.8,0.35,134.8,13.15,0,0,0,451.1,0,2023-08-05,,146.875798408488
8/5/2023 2:30,50,5.9,134.8,0.49,134.8,17.71,0,0,0,451.1,0,2023-08-05,,139.556586951819
8/5/2023 2:45,50,5.4,134.8,0.25,134.8,13.98,0,0,0,451.1,0,2023-08-05,,152.103806591823
8/5/2023 3:00,50,5.2,134.8,0.2,134.8,10.33,0,0,0,451.1,0,2023-08-05,,154.71781068349
8/5/2023 3:15,50,5,132.4,0.43,132.4,8.16,0,0,0,451.1,0,2023-08-05,,142.69339186182
8/5/2023 3:30,50,4.9,132.4,0.5,132.4,12.65,0,0,0,451.1,0,2023-08-05,,139.033786133486
8/5/2023 3:45,50,5.3,132.4,0.21,132.4,14.12,0,0,0,451.1,0,2023-08-05,,154.195009865156
8/5/2023 4:00,50,5,132.4,0.54,132.4,16.04,0,0,0,451.1,0,2023-08-05,,136.942582860152
8/5/2023 4:15,50,5.5,124.6,0.44,124.6,13.96,0,0,0,451.1,0,2023-08-05,,142.170591043487
8/5/2023 4:30,50,5.3,124.6,0.48,124.6,10.24,0,0,0,451.1,0,2023-08-05,,140.079387770153
8/5/2023 4:45,50,5,124.6,0.19,124.6,12.56,0,0,0,451.1,0,2023-08-05,,155.240611501823
8/5/2023 5:00,50,5.1,124.6,0.44,124.6,9.31,0,0,0,451.1,0,2023-08-05,,142.170591043487
8/5/2023 5:15,50,4.7,113.2,0.51,113.2,12.11,0,0,0,451.1,0,2023-08-05,,138.510985315152
8/5/2023 5:30,50,5.1,113.1,0.42,113.1,16.8,0,0,0,451.1,0,2023-08-05,,143.216192680154
8/5/2023 5:45,50,5.6,113.1,0.43,113.1,19.43,0,0,0,451.1,0,2023-08-05,,142.69339186182
8/5/2023 6:00,50,6.9,113.1,0.37,113.1,9.99,0,0,0,451.1,0,2023-08-05,,145.830196771821
8/5/2023 6:15,50,8.7,116.6,0.5,116.6,13.53,0,0.9,0,451.1,0,2023-08-05,,139.033786133486
8/5/2023 6:30,50,9.1,116.7,1.54,116.7,8.22,0,0.9,0,451.1,0,2023-08-05,,84.6625010268053
8/5/2023 6:45,50,18.6,116.7,1.22,116.7,9.91,266,1.21,254.2,451.1,508,2023-08-05,,101.392127213476
8/5/2023 7:00,50,26.5,116.7,1.03,116.7,8.53,366,1.53,255.5,451.1,692,2023-08-05,,111.325342761812
8/5/2023 7:15,50,29.9,102.7,0.23,102.7,12.91,477,2.02,256.1,451.1,837,2023-08-05,,153.149408228489
8/5/2023 7:30,50,32.5,102.7,0.26,102.7,5.8,561,2.34,255.8,451.1,951,2023-08-05,,151.581005773489
8/5/2023 7:45,50,35.5,102.7,0.15,102.7,8.33,585,2.5,256.7,451.1,974,2023-08-05,,157.331814775157
8/5/2023 8:00,50,35.8,102.7,0.34,102.7,12.8,548,2.31,256.2,451.1,917,2023-08-05,,147.398599226821
8/5/2023 8:15,50,39.3,95.5,0.15,95.5,16.21,737,2.9,255.8,451.1,1180,2023-08-05,,157.331814775157
8/5/2023 8:30,50,42.1,95.5,0.56,95.5,23.08,809,3.31,254.1,451.1,1299,2023-08-05,,135.896981223485
8/5/2023 8:45,50,48.8,95.5,0.32,95.5,14.97,1084,4.38,254.7,451.1,1708,2023-08-05,,148.444200863488
8/5/2023 9:00,50,58.2,95.5,0.58,95.5,12.01,1357,5.5,253.5,451.1,2141,2023-08-05,,134.851379586818
8/5/2023 9:15,50,63.6,105.2,0.32,105.2,9.88,1149,4.7,250.7,451.1,1807,2023-08-05,,148.444200863488
8/5/2023 9:30,50,25.1,105.2,0.15,105.2,15.04,430,1.8,249.9,451.1,759,2023-08-05,,157.331814775157
8/5/2023 9:45,50,33.8,105.2,0.23,105.2,19.5,1056,4.26,248.5,451.1,1662,2023-08-05,,153.149408228489
8/5/2023 10:00,50,54,105.2,0.12,105.2,8.76,987,4.04,248.2,451.1,1558,2023-08-05,,158.900217230158
8/5/2023 10:15,50,40.1,115.3,0.2,115.3,11.59,668,2.77,245.6,451.1,1079,2023-08-05,,154.71781068349
8/5/2023 10:30,50,43.2,115.3,0.25,115.3,11.72,1020,4.23,245.4,451.1,1620,2023-08-05,,152.103806591823
8/5/2023 10:45,50,48.4,115.3,0.31,115.3,10.18,858,4.13,244.8,451.1,1389,2023-08-05,,148.967001681822
8/5/2023 11:00,50,39.7,115.3,0.39,115.3,12.64,832,3.57,246.2,451.1,1339,2023-08-05,,144.784595135154
8/5/2023 11:15,50,57.9,103.4,0.15,103.4,15.16,1221,5.11,245.3,451.1,1919,2023-08-05,,157.331814775157
8/5/2023 11:30,50,69.7,103.3,0.16,103.3,19.16,1364,5.74,246.1,451.1,2171,2023-08-05,,156.809013956824
8/5/2023 11:45,50,68.9,103.3,0.05,103.3,14.16,1550,6.5,245.1,451.1,2432,2023-08-05,,162.559822958492
8/5/2023 12:00,50,82,103.3,0.06,103.3,11.28,1842,7.68,244.5,451.1,2879,2023-08-05,,162.037022140158
8/5/2023 12:15,50,101.2,102.8,0.37,102.8,15.6,2727,11.22,245.7,451.1,4224,2023-08-05,,145.830196771821
8/5/2023 12:30,50,166.5,102.8,0.36,102.8,16.64,4047,16.64,246.6,451.1,6230,2023-08-05,,146.352997590154
8/5/2023 12:45,50,300.7,102.8,0.47,102.8,13.3,8762,35.68,248.8,451.1,13482,2023-08-05,,140.602188588486
8/5/2023 13:00,50,583.9,102.8,0.51,102.8,12.78,12111,48.1,254.2,451.1,18725,2023-08-05,,138.510985315152
8/5/2023 13:15,50,644.9,122.6,1.3,122.6,10.91,11708,46.36,254.8,451.1,18345,2023-08-05,,97.2097206668085
8/5/2023 13:30,50,670.5,122.8,1.21,122.8,14.72,12745,50.43,255.1,451.1,19674,2023-08-05,,101.91492803181
8/5/2023 13:45,50,582.7,122.8,1.29,122.8,15.06,12103,48.42,251.8,451.1,18678,2023-08-05,,97.732521485142
8/5/2023 14:00,50,623.9,122.8,1.71,122.8,15.63,11647,46.76,250.8,451.1,17934,2023-08-05,,75.7748871151364
8/5/2023 14:15,50,595,110.3,1.32,110.3,16.54,11290,45.57,250.3,451.1,17330,2023-08-05,,96.1641190301416
8/5/2023 14:30,50,603.6,110.3,1.13,110.3,15.83,11560,46.84,248.8,451.1,17910,2023-08-05,,106.097334578477
8/5/2023 14:45,50,584.5,110.3,1.56,110.3,15.46,10556,43.08,247.1,451.1,16332,2023-08-05,,83.6168993901384
8/5/2023 15:00,50,538.4,110.3,1.55,110.3,10.54,9804,40.33,246,451.1,15164,2023-08-05,,84.1397002084718
8/5/2023 15:15,50,482,106.4,1.5,106.4,11.66,9214,37.63,248,451.1,14270,2023-08-05,,86.7537043001392
8/5/2023 15:30,50,460.4,106.3,1.51,106.3,14.76,8847,36.05,248.9,451.1,13636,2023-08-05,,86.2309034818057
8/5/2023 15:45,50,366.7,106.3,1.5,106.3,12.62,7113,29.06,247.9,451.1,10985,2023-08-05,,86.7537043001392
8/5/2023 16:00,50,246.4,106.3,1.08,106.3,14.01,5000,20.51,248.1,451.1,7806,2023-08-05,,108.711338670145
8/5/2023 16:15,50,246,106.7,1.41,106.7,13.62,5167,21.06,249.1,451.1,7957,2023-08-05,,91.4589116651404
8/5/2023 16:30,50,183.7,106.7,1.15,106.7,12.02,4226,17.32,248.6,451.1,6539,2023-08-05,,105.051732941811
8/5/2023 16:45,50,152,106.7,0.8,106.7,7.99,3651,14.87,249.1,451.1,5660,2023-08-05,,123.349761583482
8/5/2023 17:00,50,131.7,106.7,0.96,106.7,12,3335,13.55,249.2,451.1,5206,2023-08-05,,114.984948490146
8/5/2023 17:15,50,120.7,115.6,1.05,115.6,10.88,2859,11.7,248.9,451.1,4470,2023-08-05,,110.279741125145
8/5/2023 17:30,50,100.5,115.6,1.08,115.6,15.35,2410,9.85,248.4,451.1,3797,2023-08-05,,108.711338670145
8/5/2023 17:45,50,86.7,115.6,1.12,115.6,9.7,1928,7.93,248.2,451.1,3052,2023-08-05,,106.620135396811
8/5/2023 18:00,50,71.9,115.6,0.95,115.6,10.55,1461,6.19,250.5,451.1,2342,2023-08-05,,115.50774930848
8/5/2023 18:15,50,56.6,119.3,1.11,119.3,8.97,972,4.21,248.5,451.1,1578,2023-08-05,,107.142936215144
8/5/2023 18:30,50,38.1,119.3,1.28,119.3,7.95,557,2.37,248.7,451.1,928,2023-08-05,,98.2553223034754
8/5/2023 18:45,50,24.2,119.3,1.01,119.3,9.37,221,3.05,249,451.1,455,2023-08-05,,112.370944398479
8/5/2023 19:00,50,12.3,119.3,0.96,119.3,9.67,39,2.52,247.6,451.1,138,2023-08-05,,114.984948490146
8/5/2023 19:15,50,7.2,116.3,0.94,116.3,14.42,10,1.6,244.9,451.1,53,2023-08-05,,116.030550126813
8/5/2023 19:30,50,4.9,116.3,0.88,116.3,14.03,0,0,0,451.1,0,2023-08-05,,119.167355036814
8/5/2023 19:45,50,4.1,116.3,0.58,116.3,14.13,0,0,0,451.1,0,2023-08-05,,134.851379586818
8/5/2023 20:00,50,4.6,116.3,0.56,116.3,10.68,0,0,0,451.1,0,2023-08-05,,135.896981223485
8/5/2023 20:15,50,4.6,123.2,0.44,123.2,13.53,0,0,0,451.1,0,2023-08-05,,142.170591043487
8/5/2023 20:30,50,4.7,123.2,0.37,123.2,12.87,0,0,0,451.1,0,2023-08-05,,145.830196771821
8/5/2023 20:45,50,4.8,123.2,0.17,123.2,14,0,0,0,451.1,0,2023-08-05,,156.28621313849
8/5/2023 21:00,50,4.7,123.2,0.03,123.2,10.97,0,0,0,451.1,0,2023-08-05,,163.605424595159
8/5/2023 21:15,50,4.4,134.6,0.08,134.6,12.9,0,0,0,451.1,0,2023-08-05,,160.991420503491
8/5/2023 21:30,50,4.5,134.6,0.1,134.6,11.25,0,0,0,451.1,0,2023-08-05,,159.945818866824
8/5/2023 21:45,50,4.7,134.6,0.1,134.6,9.05,0,0,0,451.1,0,2023-08-05,,159.945818866824
8/5/2023 22:00,50,5,134.6,0.1,134.6,12.39,0,0,0,451.1,0,2023-08-05,,159.945818866824
8/5/2023 22:15,50,5.2,131,0.09,131,11.29,0,0,0,451.1,0,2023-08-05,,160.468619685158
8/5/2023 22:30,50,5.1,131,0.1,131,9.42,0,0,0,451.1,0,2023-08-05,,159.945818866824
8/5/2023 22:45,50,5.3,131,0.19,131,11.31,0,0,0,451.1,0,2023-08-05,,155.240611501823
8/5/2023 23:00,50,5.1,131,0.09,131,12.89,0,0,0,451.1,0,2023-08-05,,160.468619685158
8/5/2023 23:15,50,5.6,131.5,0.27,131.5,15.09,0,0,0,451.1,0,2023-08-05,,151.058204955156
8/5/2023 23:30,50,5.5,131.5,0.31,131.5,15.01,0,0,0,451.1,0,2023-08-05,,148.967001681822
8/5/2023 23:45,50,6.2,131.5,0.36,131.5,18.44,0,0,0,451.1,0,2023-08-05,,146.352997590154
8/6/2023 0:00,50,6.2,131.5,0.36,131.5,18.44,0,0,0,451.1,0,2023-08-06,,146.352997590154
8/6/2023 0:15,50,6.7,174.3,0.55,174.3,13.32,0,0,0,451.1,0,2023-08-06,,136.419782041819
8/6/2023 0:30,50,5.6,174.8,0.68,174.8,20.46,0,0,0,451.1,0,2023-08-06,,129.623371403483
8/6/2023 0:45,50,5.8,174.8,0.94,174.8,19.56,0,0,0,451.1,0,2023-08-06,,116.030550126813
8/6/2023 1:00,50,5.2,174.8,0.43,174.8,18,0,0,0,451.1,0,2023-08-06,,142.69339186182
8/6/2023 1:15,50,5.4,214.7,0.69,214.7,15.2,0,0,0,451.1,0,2023-08-06,,129.10057058515
8/6/2023 1:30,50,5.3,214.7,0.35,214.7,17.46,0,0,0,451.1,0,2023-08-06,,146.875798408488
8/6/2023 1:45,50,5,214.7,0.4,214.7,15.35,0,0,0,451.1,0,2023-08-06,,144.261794316821
8/6/2023 2:00,50,4.7,214.7,0.05,214.7,11.57,0,0,0,451.1,0,2023-08-06,,162.559822958492
8/6/2023 2:15,50,5,221.7,0.11,221.7,13.17,0,0,0,451.1,0,2023-08-06,,159.423018048491
8/6/2023 2:30,50,5,221.7,0.39,221.7,15.9,0,0,0,451.1,0,2023-08-06,,144.784595135154
8/6/2023 2:45,50,5.5,221.7,0.5,221.7,14.49,0,0,0,451.1,0,2023-08-06,,139.033786133486
8/6/2023 3:00,50,5.8,221.7,0.94,221.7,14.9,0,0,0,451.1,0,2023-08-06,,116.030550126813
8/6/2023 3:15,50,5.4,196.6,0.73,196.6,10.16,0,0,0,451.1,0,2023-08-06,,127.009367311816
8/6/2023 3:30,50,5.1,196.6,0.56,196.6,15.63,0,0,0,451.1,0,2023-08-06,,135.896981223485
8/6/2023 3:45,50,5.3,196.6,0.94,196.6,14.58,0,0,0,451.1,0,2023-08-06,,116.030550126813
8/6/2023 4:00,50,5.7,196.6,0.53,196.6,15.59,0,0,0,451.1,0,2023-08-06,,137.465383678485
8/6/2023 4:15,50,5.4,149.6,0.82,149.6,14.56,0,0,0,451.1,0,2023-08-06,,122.304159946815
8/6/2023 4:30,50,5.2,149.6,0.73,149.6,14.95,0,0,0,451.1,0,2023-08-06,,127.009367311816
8/6/2023 4:45,50,4.6,149.6,0.52,149.6,11.38,0,0,0,451.1,0,2023-08-06,,137.988184496819
8/6/2023 5:00,50,4.4,149.6,0.67,149.6,13.29,0,0,0,451.1,0,2023-08-06,,130.146172221817
8/6/2023 5:15,50,4.3,132.9,0.63,132.9,14.14,0,0,0,451.1,0,2023-08-06,,132.237375495151
8/6/2023 5:30,50,4.6,132.9,0.52,132.9,11.53,0,0,0,451.1,0,2023-08-06,,137.988184496819
8/6/2023 5:45,50,5.3,132.9,0.5,132.9,12.63,0,0,0,451.1,0,2023-08-06,,139.033786133486
8/6/2023 6:00,50,9.3,132.9,0.22,132.9,13.32,49,0.49,251.7,451.1,162,2023-08-06,,153.672209046823
8/6/2023 6:15,50,14.9,140,0.51,140,10.1,172,1.01,252.6,451.1,362,2023-08-06,,138.510985315152
8/6/2023 6:30,50,21.7,140.1,0.23,140.1,13.99,371,1.55,252.4,451.1,662,2023-08-06,,153.149408228489
8/6/2023 6:45,50,31.5,140.1,0.45,140.1,16.42,711,2.95,253.2,451.1,1138,2023-08-06,,141.647790225153
8/6/2023 7:00,50,48.6,140.1,0.42,140.1,8.41,1287,5.3,254.3,451.1,1992,2023-08-06,,143.216192680154
8/6/2023 7:15,50,71.3,134.3,0.65,134.3,14.63,2005,8.11,253.3,451.1,3089,2023-08-06,,131.191773858484
8/6/2023 7:30,50,95.7,134.3,0.65,134.3,15.91,2195,8.86,253.1,451.1,3375,2023-08-06,,131.191773858484
8/6/2023 7:45,50,82.3,134.3,0.91,134.3,20.32,2175,8.76,253.4,451.1,3336,2023-08-06,,117.598952581814
8/6/2023 8:00,50,85.3,134.3,0.66,134.3,14.14,2978,11.87,255,451.1,4455,2023-08-06,,130.66897304015
8/6/2023 8:15,50,101.7,133.9,1.03,133.9,15.56,4020,15.99,254.7,451.1,5972,2023-08-06,,111.325342761812
8/6/2023 8:30,50,133.9,133.9,0.97,133.9,16.41,5132,20.39,256.2,451.1,7677,2023-08-06,,114.462147671813
8/6/2023 8:45,50,253.1,133.9,0.96,133.9,18.76,6245,24.76,255.3,451.1,9374,2023-08-06,,114.984948490146
8/6/2023 9:00,50,307.5,133.9,1.28,133.9,15.98,6930,27.37,256.3,451.1,10347,2023-08-06,,98.2553223034754
8/6/2023 9:15,50,340.8,136.2,1.04,136.2,11.32,7550,30.03,255.7,451.1,11309,2023-08-06,,110.802541943479
8/6/2023 9:30,50,377.4,136.2,1.14,136.2,13.05,8228,32.77,255.4,451.1,12336,2023-08-06,,105.574533760144
8/6/2023 9:45,50,402.6,136.2,1.59,136.2,12.68,9029,36.06,254.5,451.1,13651,2023-08-06,,82.048496935138
8/6/2023 10:00,50,413.2,136.2,1.37,136.2,10.56,9174,36.53,254.7,451.1,13857,2023-08-06,,93.5501149384742
8/6/2023 10:15,50,461.9,147.8,1.5,147.8,16.6,9355,37.53,252.6,451.1,14166,2023-08-06,,86.7537043001392
8/6/2023 10:30,50,488.9,147.8,1.71,147.8,12.25,9604,38.83,251,451.1,14666,2023-08-06,,75.7748871151364
8/6/2023 10:45,50,497.9,147.8,1.24,147.8,10.23,10280,41.33,250.8,451.1,15833,2023-08-06,,100.346525576809
8/6/2023 11:00,50,536.9,147.8,1.59,147.8,8.77,10928,42.29,261.9,451.1,16805,2023-08-06,,82.048496935138
8/6/2023 11:15,50,562.8,166.7,1.45,166.7,11.8,10942,42.1,263.1,451.1,16811,2023-08-06,,89.3677083918065
8/6/2023 11:30,50,580.6,166.7,1.1,166.7,12.52,10997,42.4,262.4,451.1,16861,2023-08-06,,107.665737033478
8/6/2023 11:45,50,582.7,166.7,1.19,166.7,14.05,11301,43.66,261.9,451.1,17454,2023-08-06,,102.960529668477
8/6/2023 12:00,50,594.7,166.7,1.48,166.7,10.46,11352,43.68,261.9,451.1,17495,2023-08-06,,87.7993059368061
8/6/2023 12:15,50,596.5,158.1,1.15,158.1,11.4,11909,46.13,261.2,451.1,18481,2023-08-06,,105.051732941811
8/6/2023 12:30,50,625.4,158,1.11,158,12.18,11754,45.59,260.5,451.1,18153,2023-08-06,,107.142936215144
8/6/2023 12:45,50,636.3,158,1.24,158,13.55,12080,47.11,259.2,451.1,18718,2023-08-06,,100.346525576809
8/6/2023 13:00,50,646.1,158,1.13,158,11.76,12032,46.62,260.8,451.1,18643,2023-08-06,,106.097334578477
8/6/2023 13:15,50,613.4,158.5,1.41,158.5,17.34,11339,43.93,260.8,451.1,17557,2023-08-06,,91.4589116651404
8/6/2023 13:30,50,469,158.5,1.16,158.5,14.25,11817,47.47,251.5,451.1,18358,2023-08-06,,104.528932123477
8/6/2023 13:45,50,537.6,158.5,0.99,158.5,11.64,6466,26.49,246.5,451.1,9779,2023-08-06,,113.416546035146
8/6/2023 14:00,50,361.5,158.5,1.24,158.5,7.52,10456,42.35,250.1,451.1,16242,2023-08-06,,100.346525576809
8/6/2023 14:15,50,380.9,159.6,1.15,159.6,13.44,5176,21.32,244.9,451.1,7957,2023-08-06,,105.051732941811
8/6/2023 14:30,50,551.2,159.6,1.5,159.6,16.29,9502,38.61,248.5,451.1,14780,2023-08-06,,86.7537043001392
8/6/2023 14:45,50,462.4,159.6,1.23,159.6,11.99,8514,34.98,247.2,451.1,13272,2023-08-06,,100.869326395143
8/6/2023 15:00,50,434,159.6,1.63,159.6,13.54,8124,33.21,247.5,451.1,12603,2023-08-06,,79.9572936618041
8/6/2023 15:15,50,358.8,160,1.1,160,11.76,6984,28.66,247,451.1,10854,2023-08-06,,107.665737033478
8/6/2023 15:30,50,326.6,160,1,160,14.49,6354,25.94,247.8,451.1,9978,2023-08-06,,112.893745216813
8/6/2023 15:45,50,320.4,160,1.3,160,4.37,6371,26.27,245.4,451.1,9943,2023-08-06,,97.2097206668085
8/6/2023 16:00,50,287.9,160,1.2,160,10.09,5256,21.62,247,451.1,8179,2023-08-06,,102.437728850143
8/6/2023 16:15,50,195,157.5,1.15,157.5,11.24,2999,12.33,246.7,451.1,4689,2023-08-06,,105.051732941811
8/6/2023 16:30,50,172.3,157.5,1.13,157.5,4.66,3429,14.04,248.8,451.1,5336,2023-08-06,,106.097334578477
8/6/2023 16:45,50,93.8,157.5,0.94,157.5,9.87,1981,8.07,248.9,451.1,3071,2023-08-06,,116.030550126813
8/6/2023 17:00,50,116.4,157.5,0.89,157.5,12.06,3727,15.19,249.9,451.1,5790,2023-08-06,,118.644554218481
8/6/2023 17:15,50,117.1,162.3,1.2,162.3,13.94,3044,12.45,248.7,451.1,4807,2023-08-06,,102.437728850143
8/6/2023 17:30,50,91.7,162.3,0.85,162.3,10.62,2257,9.11,249.8,451.1,3603,2023-08-06,,120.735757491815
